review_id,user_id,game_id,rating,review_text,created_at,updated_at,is_spoiler,likes_count,dislikes_count
rev_0000000014,u_0000005,g_0029344,4,synthetic review with rating 4 for g_0029344,2026-05-15T12:41:54Z,2026-06-08T12:41:54Z,False,97,34
rev_0000000015,u_0000006,g_0017575,2,synthetic review with rating 2 for g_0017575,2025-11-10T10:05:24Z,2025-12-04T10:05:24Z,False,64,11
rev_0000000016,u_0000006,g_0007221,4,synthetic review with rating 4 for g_0007221,2026-05-28T09:34:09Z,2026-06-21T09:34:09Z,True,1,6
rev_0000000017,u_0000006,g_0034028,4,synthetic review with rating 4 for g_0034028,2026-04-29T06:28:57Z,2026-05-07T06:28:57Z,False,255,30
rev_0000000018,u_0000006,g_0003351,4,synthetic review with rating 4 for g_0003351,2026-03-27T17:58:41Z,2026-04-02T17:58:41Z,False,244,77
rev_0000000019,u_0000007,g_0041703,5,synthetic review with rating 5 for g_0041703,2026-05-25T00:39:54Z,2026-05-25T00:39:54Z,False,128,43
rev_0000000020,u_0000007,g_0017979,3,synthetic review with rating 3 for g_0017979,2026-05-27T05:24:50Z,2026-06-24T05:24:50Z,False,294,46
rev_0000000021,u_0000007,g_0081472,5,synthetic review with rating 5 for g_0081472,2026-05-06T19:19:33Z,2026-05-17T19:19:33Z,False,295,5
rev_0000000022,u_0000007,g_0024761,3,synthetic review with rating 3 for g_0024761,2026-01-30T18:38:34Z,2026-02-05T18:38:34Z,False,17,67
rev_0000000023,u_0000007,g_0012813,4,synthetic review with rating 4 for g_0012813,2026-05-17T01:12:34Z,2026-06-14T01:12:34Z,False,34,50
rev_0000000024,u_0000008,g_0095321,2,synthetic review with rating 2 for g_0095321,2026-05-21T18:36:49Z,2026-06-05T18:36:49Z,False,311,70
rev_0000000025,u_0000008,g_0058069,3,synthetic review with rating 3 for g_0058069,2026-03-18T23:23:08Z,2026-04-16T23:23:08Z,False,131,11
rev_0000000026,u_0000008,g_0044555,4,synthetic review with rating 4 for g_0044555,2025-12-09T19:40:05Z,2026-01-03T19:40:05Z,False,106,34
rev_0000000027,u_0000008,g_0060496,4,synthetic review with rating 4 for g_0060496,2026-01-10T00:59:03Z,2026-02-05T00:59:03Z,False,433,11
rev_0000000028,u_0000008,g_0026359,5,synthetic review with rating 5 for g_0026359,2026-04-28T01:42:50Z,2026-05-02T01:42:50Z,False,405,47
rev_0000000029,u_0000008,g_0023805,5,synthetic review with rating 5 for g_0023805,2026-02-09T03:14:12Z,2026-03-04T03:14:12Z,False,31,43
rev_0000000030,u_0000009,g_0046231,4,synthetic review with rating 4 for g_0046231,2026-03-21T22:32:37Z,2026-03-25T22:32:37Z,False,496,4
rev_0000000031,u_0000009,g_0066529,4,synthetic review with rating 4 for g_0066529,2026-05-31T10:22:47Z,2026-06-08T10:22:47Z,False,5,66
rev_0000000032,u_0000009,g_0053989,5,synthetic review with rating 5 for g_0053989,2026-02-01T23:53:45Z,2026-02-07T23:53:45Z,False,289,78
rev_0000000033,u_0000009,g_0045303,4,synthetic review with rating 4 for g_0045303,2026-01-25T05:29:47Z,2026-02-01T05:29:47Z,False,260,78
rev_0000000034,u_0000009,g_0048617,4,synthetic review with rating 4 for g_0048617,2026-05-31T06:35:43Z,2026-06-01T06:35:43Z,False,27,26
rev_0000000035,u_0000009,g_0021047,4,synthetic review with rating 4 for g_0021047,2026-03-15T23:09:44Z,2026-03-30T23:09:44Z,False,11,34
rev_0000000036,u_0000009,g_0043034,4,synthetic review with rating 4 for g_0043034,2026-01-05T09:11:19Z,2026-01-08T09:11:19Z,False,100,67
rev_0000000037,u_0000011,g_0073208,5,synthetic review with rating 5 for g_0073208,2026-04-03T16:44:52Z,2026-05-03T16:44:52Z,False,392,57
rev_0000000038,u_0000011,g_0020242,3,synthetic review with rating 3 for g_0020242,2025-11-10T03:35:18Z,2025-12-07T03:35:18Z,True,158,45
rev_0000000039,u_0000011,g_0075933,5,synthetic review with rating 5 for g_0075933,2026-05-19T10:16:14Z,2026-05-24T10:16:14Z,False,9,71
rev_0000000040,u_0000013,g_0053642,3,synthetic review with rating 3 for g_0053642,2025-08-22T20:22:57Z,2025-09-05T20:22:57Z,False,6,39
rev_0000000041,u_0000014,g_0016552,4,synthetic review with rating 4 for g_0016552,2026-02-18T21:39:58Z,2026-02-28T21:39:58Z,False,207,52
rev_0000000042,u_0000014,g_0000115,2,synthetic review with rating 2 for g_0000115,2026-05-03T21:46:17Z,2026-05-17T21:46:17Z,False,464,13
rev_0000000043,u_0000014,g_0061865,5,synthetic review with rating 5 for g_0061865,2026-04-30T03:17:36Z,2026-05-08T03:17:36Z,False,382,23
rev_0000000044,u_0000015,g_0021518,4,synthetic review with rating 4 for g_0021518,2026-05-10T08:56:10Z,2026-06-03T08:56:10Z,False,157,23
rev_0000000045,u_0000015,g_0008709,4,synthetic review with rating 4 for g_0008709,2026-04-20T14:53:23Z,2026-05-16T14:53:23Z,False,499,77
rev_0000000046,u_0000015,g_0026235,3,synthetic review with rating 3 for g_0026235,2026-05-05T14:36:06Z,2026-05-11T14:36:06Z,False,257,17
rev_0000000047,u_0000015,g_0092505,5,synthetic review with rating 5 for g_0092505,2026-05-31T18:22:14Z,2026-06-23T18:22:14Z,True,275,16
rev_0000000048,u_0000015,g_0064513,3,synthetic review with rating 3 for g_0064513,2026-05-22T13:16:23Z,2026-06-19T13:16:23Z,False,239,28
rev_0000000049,u_0000015,g_0099749,4,synthetic review with rating 4 for g_0099749,2026-04-30T00:49:00Z,2026-05-25T00:49:00Z,True,383,3
rev_0000000050,u_0000016,g_0091142,4,synthetic review with rating 4 for g_0091142,2026-04-06T23:36:30Z,2026-04-22T23:36:30Z,False,437,54
rev_0000000051,u_0000017,g_0084367,4,synthetic review with rating 4 for g_0084367,2026-01-20T11:17:12Z,2026-02-18T11:17:12Z,False,251,65
rev_0000000052,u_0000017,g_0061510,4,synthetic review with rating 4 for g_0061510,2026-05-05T20:22:49Z,2026-05-18T20:22:49Z,False,351,58
rev_0000000053,u_0000017,g_0006765,3,synthetic review with rating 3 for g_0006765,2026-05-27T12:36:49Z,2026-06-15T12:36:49Z,False,217,40
rev_0000000054,u_0000017,g_0081918,5,synthetic review with rating 5 for g_0081918,2026-04-18T03:58:24Z,2026-04-19T03:58:24Z,False,270,15
rev_0000000055,u_0000018,g_0075028,5,synthetic review with rating 5 for g_0075028,2026-04-15T03:48:21Z,2026-05-05T03:48:21Z,True,398,78
rev_0000000056,u_0000018,g_0084976,5,synthetic review with rating 5 for g_0084976,2026-03-28T12:17:22Z,2026-04-12T12:17:22Z,False,326,74
rev_0000000057,u_0000018,g_0029360,4,synthetic review with rating 4 for g_0029360,2026-05-04T14:22:23Z,2026-05-15T14:22:23Z,False,434,43
rev_0000000058,u_0000018,g_0066851,5,synthetic review with rating 5 for g_0066851,2026-04-12T05:12:03Z,2026-05-10T05:12:03Z,False,344,46
rev_0000000059,u_0000019,g_0095814,3,synthetic review with rating 3 for g_0095814,2026-01-06T10:51:53Z,2026-01-20T10:51:53Z,False,173,75
rev_0000000060,u_0000019,g_0064099,4,synthetic review with rating 4 for g_0064099,2026-03-29T18:41:06Z,2026-04-22T18:41:06Z,False,429,26
rev_0000000061,u_0000019,g_0035882,3,synthetic review with rating 3 for g_0035882,2026-03-26T12:53:20Z,2026-04-06T12:53:20Z,False,203,35
rev_0000000062,u_0000019,g_0023069,4,synthetic review with rating 4 for g_0023069,2026-05-30T17:06:23Z,2026-06-29T17:06:23Z,False,143,50
rev_0000000063,u_0000019,g_0093031,2,synthetic review with rating 2 for g_0093031,2026-05-31T22:50:31Z,2026-06-20T22:50:31Z,False,355,16
rev_0000000064,u_0000020,g_0030420,4,synthetic review with rating 4 for g_0030420,2026-05-31T07:32:48Z,2026-06-30T07:32:48Z,False,340,60
rev_0000000065,u_0000020,g_0033837,3,synthetic review with rating 3 for g_0033837,2026-05-06T11:53:58Z,2026-05-14T11:53:58Z,False,273,15
rev_0000000066,u_0000020,g_0094050,4,synthetic review with rating 4 for g_0094050,2026-03-13T15:13:45Z,2026-03-26T15:13:45Z,True,7,42
rev_0000000067,u_0000020,g_0007686,5,synthetic review with rating 5 for g_0007686,2026-01-28T07:09:59Z,2026-02-04T07:09:59Z,False,287,48
rev_0000000068,u_0000020,g_0051688,1,synthetic review with rating 1 for g_0051688,2026-04-07T23:50:54Z,2026-04-22T23:50:54Z,False,262,74
rev_0000000069,u_0000021,g_0013435,4,synthetic review with rating 4 for g_0013435,2026-05-17T18:09:53Z,2026-05-25T18:09:53Z,False,406,8
rev_0000000070,u_0000021,g_0085015,3,synthetic review with rating 3 for g_0085015,2026-05-06T05:27:26Z,2026-05-13T05:27:26Z,False,453,52
rev_0000000071,u_0000022,g_0020128,5,synthetic review with rating 5 for g_0020128,2026-04-12T14:33:11Z,2026-04-29T14:33:11Z,False,397,44
rev_0000000072,u_0000022,g_0016176,5,synthetic review with rating 5 for g_0016176,2026-04-03T14:41:17Z,2026-04-03T14:41:17Z,False,183,41
rev_0000000073,u_0000022,g_0077385,1,synthetic review with rating 1 for g_0077385,2026-05-20T10:48:23Z,2026-06-18T10:48:23Z,False,37,11
rev_0000000074,u_0000022,g_0027295,3,synthetic review with rating 3 for g_0027295,2026-05-12T09:28:55Z,2026-05-24T09:28:55Z,False,117,25
rev_0000000075,u_0000024,g_0095573,3,synthetic review with rating 3 for g_0095573,2026-05-26T01:58:55Z,2026-06-23T01:58:55Z,False,440,53
rev_0000000076,u_0000025,g_0017194,2,synthetic review with rating 2 for g_0017194,2026-01-05T21:59:22Z,2026-01-21T21:59:22Z,True,79,43
rev_0000000077,u_0000025,g_0026673,4,synthetic review with rating 4 for g_0026673,2026-03-27T22:06:44Z,2026-04-24T22:06:44Z,True,222,69
rev_0000000078,u_0000027,g_0079347,5,synthetic review with rating 5 for g_0079347,2026-04-27T03:38:17Z,2026-05-05T03:38:17Z,False,189,51
rev_0000000079,u_0000028,g_0066872,4,synthetic review with rating 4 for g_0066872,2026-05-30T20:02:11Z,2026-06-22T20:02:11Z,False,228,14
rev_0000000080,u_0000028,g_0058260,5,synthetic review with rating 5 for g_0058260,2026-05-31T16:23:21Z,2026-06-18T16:23:21Z,False,224,10
rev_0000000081,u_0000028,g_0002897,2,synthetic review with rating 2 for g_0002897,2026-05-26T22:24:06Z,2026-05-27T22:24:06Z,False,142,9
rev_0000000082,u_0000028,g_0099400,3,synthetic review with rating 3 for g_0099400,2026-05-28T20:45:32Z,2026-05-28T20:45:32Z,False,465,17
rev_0000000083,u_0000028,g_0008894,3,synthetic review with rating 3 for g_0008894,2026-04-26T15:33:04Z,2026-05-07T15:33:04Z,False,80,63
rev_0000000084,u_0000029,g_0005825,5,synthetic review with rating 5 for g_0005825,2026-04-22T02:04:50Z,2026-05-22T02:04:50Z,False,401,70
rev_0000000085,u_0000030,g_0093257,5,synthetic review with rating 5 for g_0093257,2026-05-15T19:19:57Z,2026-05-19T19:19:57Z,False,146,19
rev_0000000086,u_0000030,g_0090980,5,synthetic review with rating 5 for g_0090980,2026-03-23T23:33:50Z,2026-03-26T23:33:50Z,False,196,11
rev_0000000087,u_0000032,g_0041141,5,synthetic review with rating 5 for g_0041141,2026-01-16T13:47:28Z,2026-01-18T13:47:28Z,False,279,62
rev_0000000088,u_0000032,g_0062199,4,synthetic review with rating 4 for g_0062199,2026-04-15T05:10:51Z,2026-04-19T05:10:51Z,False,156,72
rev_0000000089,u_0000032,g_0049521,5,synthetic review with rating 5 for g_0049521,2026-05-21T19:48:00Z,2026-06-10T19:48:00Z,False,71,17
rev_0000000090,u_0000032,g_0064083,4,synthetic review with rating 4 for g_0064083,2026-02-19T05:33:38Z,2026-02-26T05:33:38Z,False,296,7
rev_0000000091,u_0000032,g_0065687,4,synthetic review with rating 4 for g_0065687,2026-02-04T06:06:16Z,2026-02-04T06:06:16Z,False,238,74
rev_0000000092,u_0000032,g_0063573,3,synthetic review with rating 3 for g_0063573,2026-04-26T08:17:22Z,2026-04-27T08:17:22Z,False,240,17
rev_0000000093,u_0000032,g_0020956,3,synthetic review with rating 3 for g_0020956,2026-01-18T06:40:28Z,2026-02-11T06:40:28Z,False,93,27
rev_0000000094,u_0000033,g_0066240,5,synthetic review with rating 5 for g_0066240,2026-05-31T21:10:17Z,2026-05-31T21:10:17Z,True,28,19
rev_0000000095,u_0000033,g_0046064,5,synthetic review with rating 5 for g_0046064,2026-04-22T12:21:39Z,2026-05-18T12:21:39Z,True,183,66
rev_0000000096,u_0000034,g_0083234,4,synthetic review with rating 4 for g_0083234,2026-03-06T13:46:04Z,2026-04-03T13:46:04Z,False,85,42
rev_0000000097,u_0000035,g_0047411,5,synthetic review with rating 5 for g_0047411,2026-05-20T13:19:52Z,2026-06-13T13:19:52Z,False,82,9
rev_0000000098,u_0000035,g_0052767,4,synthetic review with rating 4 for g_0052767,2026-05-29T22:33:34Z,2026-06-26T22:33:34Z,False,348,35
rev_0000000099,u_0000035,g_0021383,4,synthetic review with rating 4 for g_0021383,2026-05-14T17:21:38Z,2026-06-02T17:21:38Z,False,450,65
rev_0000000100,u_0000038,g_0070141,5,synthetic review with rating 5 for g_0070141,2026-05-23T21:49:31Z,2026-05-23T21:49:31Z,False,444,63
rev_0000000101,u_0000038,g_0002090,4,synthetic review with rating 4 for g_0002090,2026-05-07T21:58:22Z,2026-06-06T21:58:22Z,False,224,26
rev_0000000102,u_0000039,g_0043994,4,synthetic review with rating 4 for g_0043994,2026-04-08T12:19:18Z,2026-04-29T12:19:18Z,True,440,24
rev_0000000103,u_0000041,g_0005886,3,synthetic review with rating 3 for g_0005886,2026-05-30T03:09:37Z,2026-06-11T03:09:37Z,False,153,62
rev_0000000104,u_0000041,g_0037949,3,synthetic review with rating 3 for g_0037949,2026-05-05T19:47:44Z,2026-05-16T19:47:44Z,False,145,28
rev_0000000105,u_0000041,g_0013575,5,synthetic review with rating 5 for g_0013575,2026-05-29T13:05:10Z,2026-06-07T13:05:10Z,False,214,25
rev_0000000106,u_0000042,g_0069972,2,synthetic review with rating 2 for g_0069972,2026-04-15T10:54:15Z,2026-04-16T10:54:15Z,False,74,75
rev_0000000107,u_0000043,g_0078022,4,synthetic review with rating 4 for g_0078022,2026-01-07T06:45:00Z,2026-01-16T06:45:00Z,False,488,14
rev_0000000108,u_0000043,g_0056520,5,synthetic review with rating 5 for g_0056520,2026-05-31T01:30:26Z,2026-06-28T01:30:26Z,False,33,20
rev_0000000109,u_0000043,g_0038143,5,synthetic review with rating 5 for g_0038143,2026-03-21T08:24:01Z,2026-04-13T08:24:01Z,False,228,69
rev_0000000110,u_0000044,g_0054677,4,synthetic review with rating 4 for g_0054677,2026-05-24T15:19:01Z,2026-05-25T15:19:01Z,False,245,72
rev_0000000111,u_0000044,g_0093800,3,synthetic review with rating 3 for g_0093800,2026-05-24T14:10:25Z,2026-05-27T14:10:25Z,False,498,43
rev_0000000112,u_0000045,g_0028874,4,synthetic review with rating 4 for g_0028874,2026-03-07T08:41:10Z,2026-03-29T08:41:10Z,False,413,21
rev_0000000113,u_0000045,g_0032449,4,synthetic review with rating 4 for g_0032449,2025-12-29T19:10:15Z,2026-01-14T19:10:15Z,False,471,36
rev_0000000114,u_0000045,g_0070018,2,synthetic review with rating 2 for g_0070018,2025-09-29T22:01:30Z,2025-10-06T22:01:30Z,False,207,68
rev_0000000115,u_0000045,g_0027468,4,synthetic review with rating 4 for g_0027468,2026-01-17T00:31:24Z,2026-02-15T00:31:24Z,False,180,33
rev_0000000116,u_0000045,g_0093129,4,synthetic review with rating 4 for g_0093129,2026-03-24T20:24:27Z,2026-04-01T20:24:27Z,False,130,63
rev_0000000117,u_0000046,g_0032163,2,synthetic review with rating 2 for g_0032163,2026-03-03T07:50:53Z,2026-03-16T07:50:53Z,False,422,62
rev_0000000118,u_0000046,g_0055247,4,synthetic review with rating 4 for g_0055247,2025-12-28T12:37:45Z,2026-01-15T12:37:45Z,False,271,49
rev_0000000119,u_0000046,g_0008667,4,synthetic review with rating 4 for g_0008667,2025-09-28T04:39:47Z,2025-10-06T04:39:47Z,True,312,50
rev_0000000120,u_0000046,g_0053929,2,synthetic review with rating 2 for g_0053929,2026-02-07T07:30:43Z,2026-03-04T07:30:43Z,False,238,62
rev_0000000121,u_0000047,g_0079650,4,synthetic review with rating 4 for g_0079650,2026-01-15T21:39:54Z,2026-01-22T21:39:54Z,False,2,54
rev_0000000122,u_0000047,g_0014804,3,synthetic review with rating 3 for g_0014804,2026-02-04T16:18:44Z,2026-02-18T16:18:44Z,False,312,8
rev_0000000123,u_0000047,g_0008358,4,synthetic review with rating 4 for g_0008358,2026-04-20T17:33:13Z,2026-04-25T17:33:13Z,False,106,69
rev_0000000124,u_0000048,g_0082105,2,synthetic review with rating 2 for g_0082105,2026-05-04T02:17:58Z,2026-05-28T02:17:58Z,False,466,77
rev_0000000125,u_0000048,g_0044771,2,synthetic review with rating 2 for g_0044771,2026-05-30T03:22:35Z,2026-06-19T03:22:35Z,False,418,16
rev_0000000126,u_0000048,g_0053303,5,synthetic review with rating 5 for g_0053303,2026-04-26T06:35:13Z,2026-05-22T06:35:13Z,False,142,53
rev_0000000127,u_0000048,g_0026131,3,synthetic review with rating 3 for g_0026131,2026-05-22T11:18:58Z,2026-06-17T11:18:58Z,False,458,73
rev_0000000128,u_0000048,g_0002187,5,synthetic review with rating 5 for g_0002187,2026-05-27T03:26:19Z,2026-06-21T03:26:19Z,False,9,1
rev_0000000129,u_0000048,g_0016949,4,synthetic review with rating 4 for g_0016949,2026-05-31T12:30:16Z,2026-06-02T12:30:16Z,False,197,51
rev_0000000130,u_0000048,g_0017824,2,synthetic review with rating 2 for g_0017824,2026-05-21T11:20:20Z,2026-06-19T11:20:20Z,False,489,33
rev_0000000131,u_0000049,g_0021859,5,synthetic review with rating 5 for g_0021859,2026-03-10T22:02:45Z,2026-03-29T22:02:45Z,False,297,30
rev_0000000132,u_0000049,g_0016351,4,synthetic review with rating 4 for g_0016351,2026-05-31T18:40:39Z,2026-06-30T18:40:39Z,False,483,44
rev_0000000133,u_0000049,g_0066008,3,synthetic review with rating 3 for g_0066008,2026-05-31T19:10:53Z,2026-06-19T19:10:53Z,True,375,27
rev_0000000134,u_0000049,g_0096586,3,synthetic review with rating 3 for g_0096586,2026-05-31T08:26:42Z,2026-05-31T08:26:42Z,False,358,74
rev_0000000135,u_0000050,g_0007429,4,synthetic review with rating 4 for g_0007429,2026-02-16T12:07:36Z,2026-02-22T12:07:36Z,False,183,13
rev_0000000136,u_0000050,g_0072133,4,synthetic review with rating 4 for g_0072133,2026-05-11T22:36:55Z,2026-05-14T22:36:55Z,False,114,32
rev_0000000137,u_0000050,g_0067701,2,synthetic review with rating 2 for g_0067701,2026-04-21T01:51:09Z,2026-05-18T01:51:09Z,False,5,61
rev_0000000138,u_0000051,g_0020485,2,synthetic review with rating 2 for g_0020485,2025-09-08T16:46:41Z,2025-09-14T16:46:41Z,False,160,38
rev_0000000139,u_0000052,g_0046106,4,synthetic review with rating 4 for g_0046106,2026-05-18T06:34:04Z,2026-05-31T06:34:04Z,True,334,20
rev_0000000140,u_0000052,g_0073366,2,synthetic review with rating 2 for g_0073366,2026-05-20T17:22:26Z,2026-05-25T17:22:26Z,False,355,61
rev_0000000141,u_0000053,g_0039020,4,synthetic review with rating 4 for g_0039020,2026-05-27T05:47:59Z,2026-06-01T05:47:59Z,False,1,60
rev_0000000142,u_0000053,g_0016051,3,synthetic review with rating 3 for g_0016051,2026-04-02T17:27:07Z,2026-04-07T17:27:07Z,False,278,30
rev_0000000143,u_0000054,g_0019156,2,synthetic review with rating 2 for g_0019156,2026-05-31T05:51:12Z,2026-06-26T05:51:12Z,False,194,48
rev_0000000144,u_0000054,g_0078022,4,synthetic review with rating 4 for g_0078022,2026-03-09T22:22:03Z,2026-03-17T22:22:03Z,False,107,70
rev_0000000145,u_0000054,g_0079714,2,synthetic review with rating 2 for g_0079714,2026-05-27T07:25:04Z,2026-06-06T07:25:04Z,False,38,79
rev_0000000146,u_0000054,g_0037982,5,synthetic review with rating 5 for g_0037982,2026-03-08T21:21:07Z,2026-03-14T21:21:07Z,False,92,22
rev_0000000147,u_0000054,g_0057612,2,synthetic review with rating 2 for g_0057612,2026-05-31T21:53:18Z,2026-06-30T21:53:18Z,False,267,58
rev_0000000148,u_0000055,g_0033222,2,synthetic review with rating 2 for g_0033222,2025-10-04T05:33:25Z,2025-10-19T05:33:25Z,False,221,61
rev_0000000149,u_0000057,g_0078255,1,synthetic review with rating 1 for g_0078255,2025-10-07T21:00:37Z,2025-10-07T21:00:37Z,False,224,61
rev_0000000150,u_0000057,g_0001936,3,synthetic review with rating 3 for g_0001936,2026-02-24T17:33:19Z,2026-03-26T17:33:19Z,False,234,50
rev_0000000151,u_0000057,g_0036545,5,synthetic review with rating 5 for g_0036545,2026-02-21T12:12:04Z,2026-03-14T12:12:04Z,False,96,40
rev_0000000152,u_0000057,g_0014010,3,synthetic review with rating 3 for g_0014010,2026-02-25T11:18:54Z,2026-03-20T11:18:54Z,True,386,57
rev_0000000153,u_0000057,g_0054012,4,synthetic review with rating 4 for g_0054012,2026-01-02T10:14:24Z,2026-01-21T10:14:24Z,False,354,72
rev_0000000154,u_0000058,g_0015374,5,synthetic review with rating 5 for g_0015374,2026-03-25T14:39:35Z,2026-03-28T14:39:35Z,False,158,25
rev_0000000155,u_0000058,g_0052571,5,synthetic review with rating 5 for g_0052571,2026-04-22T11:38:42Z,2026-05-06T11:38:42Z,False,491,14
rev_0000000156,u_0000058,g_0084718,2,synthetic review with rating 2 for g_0084718,2025-11-03T08:24:36Z,2025-11-18T08:24:36Z,False,144,53
rev_0000000157,u_0000058,g_0063915,2,synthetic review with rating 2 for g_0063915,2025-10-10T02:30:35Z,2025-10-19T02:30:35Z,False,292,25
rev_0000000158,u_0000058,g_0005882,3,synthetic review with rating 3 for g_0005882,2026-05-11T18:30:10Z,2026-05-13T18:30:10Z,False,88,23
rev_0000000159,u_0000058,g_0027120,4,synthetic review with rating 4 for g_0027120,2026-03-27T14:54:26Z,2026-04-25T14:54:26Z,False,124,14
rev_0000000160,u_0000058,g_0006267,4,synthetic review with rating 4 for g_0006267,2026-05-10T02:42:05Z,2026-05-23T02:42:05Z,False,8,49
rev_0000000161,u_0000059,g_0076198,5,synthetic review with rating 5 for g_0076198,2025-08-23T19:23:01Z,2025-08-30T19:23:01Z,True,193,67
rev_0000000162,u_0000059,g_0045501,4,synthetic review with rating 4 for g_0045501,2026-03-15T13:12:43Z,2026-03-25T13:12:43Z,False,331,12
rev_0000000163,u_0000059,g_0073606,3,synthetic review with rating 3 for g_0073606,2026-05-16T19:40:08Z,2026-05-17T19:40:08Z,False,94,80
rev_0000000164,u_0000060,g_0055833,4,synthetic review with rating 4 for g_0055833,2026-04-19T11:36:18Z,2026-04-29T11:36:18Z,False,90,57
rev_0000000165,u_0000061,g_0048255,4,synthetic review with rating 4 for g_0048255,2026-04-16T07:40:25Z,2026-05-04T07:40:25Z,False,318,47
rev_0000000166,u_0000061,g_0027123,3,synthetic review with rating 3 for g_0027123,2026-04-04T19:10:31Z,2026-04-18T19:10:31Z,False,47,68
rev_0000000167,u_0000063,g_0053265,4,synthetic review with rating 4 for g_0053265,2026-05-12T17:14:05Z,2026-05-16T17:14:05Z,False,129,43
rev_0000000168,u_0000063,g_0064997,5,synthetic review with rating 5 for g_0064997,2025-10-28T10:50:41Z,2025-11-04T10:50:41Z,False,23,79
rev_0000000169,u_0000064,g_0003978,4,synthetic review with rating 4 for g_0003978,2026-05-08T21:08:39Z,2026-06-04T21:08:39Z,False,77,30
rev_0000000170,u_0000064,g_0075450,3,synthetic review with rating 3 for g_0075450,2026-05-31T10:25:18Z,2026-06-09T10:25:18Z,False,228,36
rev_0000000171,u_0000064,g_0094522,3,synthetic review with rating 3 for g_0094522,2026-04-03T16:35:08Z,2026-04-19T16:35:08Z,False,277,18
rev_0000000172,u_0000064,g_0005340,5,synthetic review with rating 5 for g_0005340,2026-04-04T09:13:03Z,2026-04-06T09:13:03Z,False,400,31
rev_0000000173,u_0000064,g_0035857,3,synthetic review with rating 3 for g_0035857,2026-05-29T10:40:16Z,2026-06-19T10:40:16Z,False,185,75
rev_0000000174,u_0000064,g_0017910,2,synthetic review with rating 2 for g_0017910,2026-05-12T13:10:33Z,2026-05-24T13:10:33Z,False,268,20
rev_0000000175,u_0000065,g_0084324,3,synthetic review with rating 3 for g_0084324,2026-04-12T15:56:43Z,2026-04-25T15:56:43Z,False,34,4
rev_0000000176,u_0000065,g_0034145,5,synthetic review with rating 5 for g_0034145,2026-05-27T14:48:34Z,2026-06-14T14:48:34Z,False,99,47
rev_0000000177,u_0000065,g_0049004,5,synthetic review with rating 5 for g_0049004,2026-05-25T09:54:48Z,2026-06-22T09:54:48Z,False,121,40
rev_0000000178,u_0000065,g_0063790,5,synthetic review with rating 5 for g_0063790,2026-05-23T07:43:17Z,2026-05-25T07:43:17Z,False,124,32
rev_0000000179,u_0000065,g_0054240,4,synthetic review with rating 4 for g_0054240,2026-05-30T00:26:11Z,2026-06-15T00:26:11Z,False,495,55
rev_0000000180,u_0000067,g_0079951,5,synthetic review with rating 5 for g_0079951,2026-05-21T05:12:08Z,2026-05-24T05:12:08Z,False,364,20
rev_0000000181,u_0000069,g_0021940,4,synthetic review with rating 4 for g_0021940,2026-05-31T12:37:21Z,2026-06-20T12:37:21Z,False,73,75
rev_0000000182,u_0000069,g_0092316,4,synthetic review with rating 4 for g_0092316,2026-05-31T16:40:25Z,2026-06-24T16:40:25Z,False,316,42
