campaign_id,developer_id,game_id,placement,started_at,ended_at,budget_usd,bid_cpc_usd,target_country,campaign_status
camp_00000038,d_000110,g_0028340,home_top,2025-08-30T04:35:17Z,2025-09-17T04:35:17Z,,1.11,NO,finished
camp_00000039,d_000027,g_0031701,home_top,2025-05-06T07:58:37Z,2025-05-26T07:58:37Z,4950.34,2.02,DE,finished
camp_00000040,d_000054,g_0058735,game_page_sidebar,2025-12-06T06:05:13Z,2026-01-14T06:05:13Z,6060.82,0.73,TR,finished
camp_00000041,d_000018,g_0075227,genre_page,2026-04-28T19:39:56Z,2026-05-19T19:39:56Z,5820.52,2.06,FI,finished
camp_00000042,d_000060,g_0098694,game_page_sidebar,2026-03-03T04:30:08Z,2026-03-21T04:30:08Z,7665.84,1.84,IN,finished
camp_00000043,d_000065,g_0083283,genre_page,2025-06-21T15:36:35Z,2025-07-05T15:36:35Z,3157.14,0.71,CN,finished
camp_00000044,d_000072,g_0030225,library_recommendations,2025-05-22T10:47:11Z,2025-07-04T10:47:11Z,4071.2,2.22,IN,finished
camp_00000045,d_000027,g_0049967,search_results,2025-10-28T04:50:20Z,2025-11-28T04:50:20Z,1890.5,0.24,,finished
camp_00000046,d_000081,g_0079560,genre_page,2026-03-11T19:56:30Z,2026-03-26T19:56:30Z,1613.25,2.07,DE,finished
camp_00000047,d_000072,g_0063653,search_results,2025-11-16T19:06:01Z,2025-12-19T19:06:01Z,8107.38,2.26,JP,finished
camp_00000048,d_000117,g_0088341,library_recommendations,2025-08-03T00:31:33Z,2025-08-17T00:31:33Z,4562.39,0.65,FI,finished
camp_00000049,d_000081,g_0006469,game_page_sidebar,2026-03-03T20:16:00Z,2026-03-13T20:16:00Z,5340.43,0.92,ES,finished
camp_00000050,d_000113,g_0090163,search_results,2025-06-17T00:04:11Z,2025-07-13T00:04:11Z,9820.48,0.82,FI,finished
camp_00000051,d_000040,g_0006464,library_recommendations,2025-11-29T02:54:33Z,2025-12-22T02:54:33Z,765.86,0.99,DE,finished
camp_00000052,d_000081,g_0057232,library_recommendations,2025-07-02T21:46:14Z,2025-08-09T21:46:14Z,9497.75,0.38,BR,finished
camp_00000053,d_000006,g_0082406,game_page_sidebar,2025-03-13T00:00:24Z,2025-04-08T00:00:24Z,7777.53,0.64,all,finished
camp_00000054,d_000046,g_0094440,home_top,2025-08-09T07:13:06Z,2025-08-27T07:13:06Z,8895.82,1.88,FR,finished
camp_00000055,d_000025,g_0079984,search_results,2025-03-12T04:08:02Z,2025-04-20T04:08:02Z,8269.64,0.96,TR,finished
camp_00000056,d_000046,g_0088019,search_results,2025-11-08T09:25:18Z,2025-12-02T09:25:18Z,9277.82,1.68,US,finished
camp_00000057,d_000083,g_0071760,search_results,2025-09-08T05:00:25Z,2025-09-27T05:00:25Z,2069.1,0.58,FR,finished
camp_00000058,d_000058,g_0028172,genre_page,2025-03-22T08:59:45Z,2025-04-18T08:59:45Z,765.16,2.43,NL,finished
camp_00000059,d_000082,g_0013749,library_recommendations,2025-12-29T21:00:41Z,2026-01-11T21:00:41Z,4374.67,2.06,RU,finished
camp_00000060,d_000067,g_0079938,home_top,2025-04-06T10:29:27Z,2025-04-23T10:29:27Z,9943.05,1.09,CN,finished
camp_00000061,d_000015,g_0027916,library_recommendations,2025-05-08T11:01:15Z,2025-06-22T11:01:15Z,2168.98,0.5,US,finished
camp_00000062,d_000061,g_0039005,home_top,2025-08-31T03:51:14Z,2025-09-24T03:51:14Z,4369.66,1.2,CN,finished
camp_00000063,d_000086,g_0024959,library_recommendations,2025-10-14T14:50:10Z,2025-11-01T14:50:10Z,4167.27,1.85,JP,finished
camp_00000064,d_000097,g_0079890,home_top,2025-12-02T00:41:02Z,2026-01-08T00:41:02Z,7839.35,0.31,SE,finished
camp_00000065,d_000061,g_0021160,library_recommendations,2025-12-22T14:38:58Z,2026-01-05T14:38:58Z,9702.16,0.35,FI,finished
camp_00000066,d_000106,g_0077068,home_top,2025-10-05T14:03:11Z,2025-11-04T14:03:11Z,2845.43,2.46,NL,finished
camp_00000067,d_000107,g_0077989,home_top,2026-01-22T23:57:08Z,2026-03-04T23:57:08Z,4871.12,1.96,FI,finished
camp_00000068,d_000053,g_0040051,library_recommendations,2025-07-31T18:04:29Z,2025-09-13T18:04:29Z,2261.05,2.05,AU,finished
camp_00000069,d_000090,g_0041886,library_recommendations,2025-04-16T01:56:00Z,2025-05-12T01:56:00Z,8751.37,2.17,DE,finished
camp_00000070,d_000059,g_0028835,search_results,2025-11-30T06:41:26Z,2026-01-14T06:41:26Z,8363.25,0.33,RU,finished
camp_00000071,d_000057,g_0053579,genre_page,2026-01-21T13:15:24Z,2026-02-09T13:15:24Z,8998.87,2.48,IN,finished
camp_00000072,d_000110,g_0025273,game_page_sidebar,2026-05-04T12:24:41Z,2026-05-23T12:24:41Z,1729.58,0.72,NL,finished
camp_00000073,d_000090,g_0092307,game_page_sidebar,2026-03-17T13:08:28Z,2026-04-13T13:08:28Z,1377.38,0.45,IN,finished
camp_00000074,d_000035,g_0075316,game_page_sidebar,2025-06-22T11:37:28Z,2025-07-30T11:37:28Z,7436.26,0.19,CA,finished
camp_00000075,d_000041,g_0014631,search_results,2026-04-24T14:25:24Z,2026-06-01T00:00:00Z,5278.25,,GB,active
camp_00000076,d_000093,g_0038255,home_top,2025-03-28T01:55:11Z,2025-05-01T01:55:11Z,6545.64,0.54,SE,finished
camp_00000077,d_000047,g_0039719,home_top,2025-07-03T18:38:40Z,2025-07-29T18:38:40Z,3177.54,1.64,JP,finished
camp_00000078,d_000023,g_0099120,genre_page,2025-08-18T14:52:05Z,2025-09-29T14:52:05Z,2225.19,0.3,CA,finished
camp_00000079,d_000016,g_0040808,library_recommendations,2026-05-03T13:10:41Z,2026-06-01T00:00:00Z,4781.03,0.4,CA,active
camp_00000080,d_000066,g_0002560,genre_page,2026-02-23T16:55:37Z,2026-03-03T16:55:37Z,6679.78,1.87,FI,finished
camp_00000081,d_000114,g_0071151,game_page_sidebar,2025-09-07T14:19:36Z,2025-10-03T14:19:36Z,7546.55,2.28,CN,finished
camp_00000082,d_000022,g_0084674,search_results,2025-10-31T06:26:37Z,2025-11-14T06:26:37Z,7927.56,0.86,US,finished
camp_00000083,d_000075,g_0084272,library_recommendations,2026-02-28T17:12:18Z,2026-03-20T17:12:18Z,6772.57,0.15,NL,finished
camp_00000084,d_000003,g_0043358,genre_page,2025-09-18T08:42:38Z,2025-10-05T08:42:38Z,2956.32,0.52,CN,finished
camp_00000085,d_000041,g_0065163,genre_page,2026-04-01T10:58:14Z,2026-05-01T10:58:14Z,5007.99,0.67,FR,finished
camp_00000086,d_000087,g_0016617,home_top,2026-03-08T04:11:38Z,2026-04-22T04:11:38Z,936.47,1.38,US,finished
camp_00000087,d_000012,g_0018146,home_top,2026-02-26T10:08:27Z,2026-04-11T10:08:27Z,7704.03,0.6,SE,finished
camp_00000088,d_000002,g_0017229,search_results,2025-05-05T01:27:07Z,2025-05-27T01:27:07Z,7300.09,1.92,DE,finished
camp_00000089,d_000001,g_0075933,home_top,2025-11-09T10:34:45Z,2025-12-18T10:34:45Z,5704.76,2.16,CA,finished
camp_00000090,d_000040,g_0064555,library_recommendations,2026-03-30T20:42:11Z,2026-04-30T20:42:11Z,697.89,2.23,IT,finished
camp_00000091,d_000035,g_0098833,genre_page,2025-07-01T14:10:36Z,2025-08-01T14:10:36Z,2679.68,0.34,GB,finished
camp_00000092,d_000062,g_0008021,home_top,2026-04-14T16:43:10Z,2026-05-08T16:43:10Z,6449.1,1.02,NL,finished
camp_00000093,d_000069,g_0029030,game_page_sidebar,2025-06-05T11:24:04Z,2025-07-06T11:24:04Z,505.01,0.81,FR,finished
camp_00000094,d_000079,g_0096542,library_recommendations,2026-02-27T20:27:14Z,2026-04-09T20:27:14Z,863.74,1.26,ES,finished
camp_00000095,d_000104,g_0091124,library_recommendations,2025-11-18T02:48:51Z,2025-12-27T02:48:51Z,9783.13,0.9,CN,finished
camp_00000096,d_000080,g_0058110,library_recommendations,2025-05-01T01:35:33Z,2025-06-03T01:35:33Z,,0.47,KR,finished
camp_00000097,d_000030,g_0086554,genre_page,2025-05-19T21:38:41Z,2025-06-01T21:38:41Z,3021.98,0.88,FR,finished
camp_00000098,d_000061,g_0040102,search_results,2025-05-14T22:21:50Z,2025-05-26T22:21:50Z,8588.23,0.5,SE,finished
camp_00000099,d_000030,g_0056393,home_top,2025-09-12T04:31:57Z,2025-10-09T04:31:57Z,9011.93,1.48,IT,finished
camp_00000100,d_000118,g_0043554,library_recommendations,2025-06-18T19:45:26Z,2025-07-26T19:45:26Z,7513.87,1.87,CN,finished
camp_00000101,d_000093,g_0003522,game_page_sidebar,2025-03-31T02:07:20Z,2025-04-10T02:07:20Z,9286.23,1.16,AU,finished
camp_00000102,d_000038,g_0047198,search_results,2026-05-01T11:58:48Z,2026-05-25T11:58:48Z,4786.0,1.96,DE,finished
camp_00000103,d_000066,g_0043437,search_results,2025-05-09T15:34:09Z,2025-06-12T15:34:09Z,3587.58,0.45,SE,finished
camp_00000104,d_000087,g_0091349,home_top,2026-03-13T07:58:25Z,2026-03-27T07:58:25Z,4764.89,2.32,JP,finished
camp_00000105,d_000110,g_0099278,library_recommendations,2026-01-27T13:19:51Z,2026-02-25T13:19:51Z,5403.65,1.66,PL,finished
camp_00000106,d_000118,g_0013253,search_results,2025-05-30T16:54:17Z,2025-06-24T16:54:17Z,7882.21,1.21,TR,finished
camp_00000107,d_000099,g_0077673,genre_page,2026-04-04T13:16:42Z,2026-04-15T13:16:42Z,6724.96,1.4,BR,finished
camp_00000108,d_000068,g_0055194,game_page_sidebar,2026-01-24T15:46:23Z,2026-02-07T15:46:23Z,372.3,,CN,finished
camp_00000109,d_000032,g_0004225,library_recommendations,2025-09-07T17:36:16Z,2025-09-20T17:36:16Z,6626.9,1.81,DE,finished
camp_00000110,d_000064,g_0023831,search_results,2026-01-31T16:31:56Z,2026-02-16T16:31:56Z,6647.98,1.55,TR,finished
camp_00000111,d_000030,g_0011216,search_results,2025-11-10T22:33:29Z,2025-12-16T22:33:29Z,327.28,0.8,CA,finished
camp_00000112,d_000006,g_0076003,game_page_sidebar,2025-07-24T06:13:37Z,2025-08-19T06:13:37Z,9908.35,0.81,ES,finished
camp_00000113,d_000078,g_0069727,genre_page,2025-03-03T20:53:17Z,2025-03-20T20:53:17Z,2306.67,1.89,ES,finished
camp_00000114,d_000093,g_0031893,home_top,2025-03-23T16:15:32Z,2025-04-11T16:15:32Z,1378.63,1.17,GB,finished
camp_00000115,d_000086,g_0066824,library_recommendations,2025-04-06T08:23:38Z,2025-04-13T08:23:38Z,9108.19,0.69,IN,finished
camp_00000116,d_000001,g_0068200,genre_page,2025-08-27T06:13:42Z,2025-10-06T06:13:42Z,2592.45,0.35,FI,finished
camp_00000117,d_000010,g_0056221,library_recommendations,2025-07-17T13:07:27Z,2025-08-12T13:07:27Z,5743.38,0.72,CA,finished
camp_00000118,d_000081,g_0021235,home_top,2025-10-20T09:33:14Z,2025-12-04T09:33:14Z,5870.27,0.23,NO,finished
camp_00000119,d_000084,g_0050092,game_page_sidebar,2026-03-11T09:04:37Z,2026-04-21T09:04:37Z,1370.58,,all,finished
camp_00000120,d_000077,g_0041730,search_results,2026-01-04T10:02:10Z,2026-02-08T10:02:10Z,8051.56,1.9,CA,finished
camp_00000121,d_000001,g_0096086,genre_page,2025-04-25T17:04:01Z,2025-05-16T17:04:01Z,2862.32,2.31,FR,finished
camp_00000122,d_000069,g_0089384,search_results,2025-07-01T17:00:58Z,2025-08-09T17:00:58Z,2909.93,1.88,CN,finished
camp_00000123,d_000068,g_0045372,library_recommendations,2026-01-26T01:09:52Z,2026-02-28T01:09:52Z,3476.18,0.47,RU,finished
camp_00000124,d_000044,g_0073249,search_results,2025-06-18T09:22:01Z,2025-07-19T09:22:01Z,9910.19,1.08,JP,finished
camp_00000125,d_000114,g_0072558,home_top,2025-11-03T22:00:42Z,2025-11-22T22:00:42Z,8110.14,2.35,PL,finished
camp_00000126,d_000028,g_0070242,genre_page,2026-04-18T05:52:02Z,2026-05-31T05:52:02Z,2165.87,0.84,PL,finished
camp_00000127,d_000074,g_0041678,genre_page,2025-09-27T21:18:00Z,2025-11-05T21:18:00Z,9400.26,0.26,RU,finished
camp_00000128,d_000005,g_0069720,search_results,2026-01-02T21:10:50Z,2026-01-28T21:10:50Z,4482.9,0.29,SE,finished
camp_00000129,d_000080,g_0083126,game_page_sidebar,2026-04-06T13:57:01Z,2026-04-15T13:57:01Z,7896.62,2.02,,finished
camp_00000130,d_000025,g_0075397,genre_page,2025-03-12T00:04:29Z,2025-03-31T00:04:29Z,3070.33,2.26,GB,finished
camp_00000131,d_000042,g_0016692,library_recommendations,2025-11-17T01:10:35Z,2025-11-27T01:10:35Z,,0.21,NL,finished
camp_00000132,d_000086,g_0084198,library_recommendations,2025-12-07T13:38:12Z,2025-12-16T13:38:12Z,2664.71,0.07,KR,finished
camp_00000133,d_000040,g_0054360,genre_page,2026-03-11T06:36:15Z,2026-04-10T06:36:15Z,2157.23,0.85,IN,finished
camp_00000134,d_000060,g_0071740,library_recommendations,2026-04-15T05:59:22Z,2026-05-07T05:59:22Z,7702.13,0.63,TR,finished
camp_00000135,d_000040,g_0056133,genre_page,2025-11-24T21:35:23Z,2025-12-03T21:35:23Z,5301.68,1.06,RU,finished
camp_00000136,d_000068,g_0043089,search_results,2025-10-23T16:16:39Z,2025-11-28T16:16:39Z,9193.83,1.16,all,finished
camp_00000137,d_000091,g_0008885,home_top,2025-07-18T07:14:16Z,2025-08-22T07:14:16Z,4651.41,1.94,all,finished
camp_00000138,d_000019,g_0032698,library_recommendations,2025-03-29T13:38:51Z,2025-05-13T13:38:51Z,9921.47,0.86,IT,finished
camp_00000139,d_000001,g_0021418,library_recommendations,2025-07-06T21:27:08Z,2025-07-17T21:27:08Z,188.45,2.42,US,finished
camp_00000140,d_000086,g_0043348,library_recommendations,2025-05-26T19:13:38Z,2025-06-16T19:13:38Z,407.5,0.47,JP,finished
camp_00000141,d_000078,g_0055938,genre_page,2025-08-06T04:48:43Z,2025-08-23T04:48:43Z,3282.81,0.26,CN,finished
camp_00000142,d_000117,g_0038755,genre_page,2025-03-31T01:13:06Z,2025-04-09T01:13:06Z,8068.03,1.07,CA,finished
camp_00000143,d_000014,g_0029997,genre_page,2026-03-28T08:12:05Z,2026-04-30T08:12:05Z,2607.76,1.08,BR,finished
camp_00000144,d_000096,g_0055167,library_recommendations,2026-05-17T11:27:02Z,2026-06-01T00:00:00Z,6204.08,1.8,DE,active
camp_00000145,d_000076,g_0062598,library_recommendations,2025-04-14T21:51:46Z,2025-05-04T21:51:46Z,9132.07,1.92,BR,finished
camp_00000146,d_000059,g_0028608,library_recommendations,2025-09-24T16:43:39Z,2025-10-08T16:43:39Z,3607.25,1.24,BR,finished
camp_00000147,d_000033,g_0029210,home_top,2026-01-24T10:44:01Z,2026-03-08T10:44:01Z,9692.54,0.7,RU,finished
camp_00000148,d_000083,g_0099467,game_page_sidebar,2025-07-19T05:34:18Z,2025-09-01T05:34:18Z,4746.24,1.29,JP,finished
camp_00000149,d_000100,g_0014156,library_recommendations,2025-08-15T22:41:52Z,2025-09-09T22:41:52Z,7694.64,1.45,JP,finished
camp_00000150,d_000034,g_0007990,library_recommendations,2025-10-16T08:32:33Z,2025-11-16T08:32:33Z,4551.72,1.0,ES,finished
camp_00000151,d_000045,g_0031374,genre_page,2025-08-23T00:24:03Z,2025-09-11T00:24:03Z,9808.47,1.54,SE,finished
camp_00000152,d_000099,g_0089818,genre_page,2026-02-25T15:50:44Z,2026-03-06T15:50:44Z,7691.79,2.45,SE,finished
camp_00000153,d_000088,g_0027527,library_recommendations,2025-09-26T07:54:23Z,2025-11-09T07:54:23Z,382.22,2.2,AU,finished
camp_00000154,d_000019,g_0052719,game_page_sidebar,2025-04-07T16:57:33Z,2025-04-23T16:57:33Z,5739.02,2.39,CA,finished
camp_00000155,d_000072,g_0073040,home_top,2025-08-17T06:58:27Z,2025-09-17T06:58:27Z,3830.42,2.1,NL,finished
camp_00000156,d_000090,g_0084149,library_recommendations,2026-01-25T06:50:28Z,2026-03-02T06:50:28Z,,0.86,BR,finished
camp_00000157,d_000079,g_0098336,game_page_sidebar,2026-01-04T07:10:21Z,2026-01-25T07:10:21Z,6781.55,1.33,IN,finished
camp_00000158,d_000073,g_0010321,game_page_sidebar,2025-07-01T05:53:57Z,2025-08-06T05:53:57Z,8886.01,0.82,SE,finished
camp_00000159,d_000033,g_0083636,search_results,2025-07-14T17:38:13Z,2025-08-23T17:38:13Z,9787.58,0.21,DE,finished
camp_00000160,d_000075,g_0048833,search_results,2026-04-23T18:01:12Z,2026-05-08T18:01:12Z,6229.24,0.17,CN,finished
camp_00000161,d_000107,g_0087626,game_page_sidebar,2025-07-02T07:51:22Z,2025-07-15T07:51:22Z,2934.03,0.51,DE,finished
camp_00000162,d_000057,g_0095466,search_results,2025-03-27T21:29:10Z,2025-05-04T21:29:10Z,7469.93,1.15,FR,finished
camp_00000163,d_000111,g_0040630,library_recommendations,2025-08-03T20:17:09Z,2025-09-01T20:17:09Z,4262.22,1.11,ES,finished
camp_00000164,d_000047,g_0066359,search_results,2025-05-29T09:51:18Z,2025-07-12T09:51:18Z,5393.67,1.17,BR,finished
camp_00000165,d_000066,g_0033520,genre_page,2025-12-26T19:32:43Z,2026-01-03T19:32:43Z,,1.45,IN,finished
camp_00000166,d_000080,g_0083192,home_top,2026-02-02T08:19:17Z,2026-03-14T08:19:17Z,8936.16,1.22,CN,finished
camp_00000167,d_000102,g_0036008,game_page_sidebar,2025-06-02T19:11:45Z,2025-06-30T19:11:45Z,8100.07,0.62,FI,finished
camp_00000168,d_000022,g_0027434,home_top,2025-05-02T04:26:18Z,2025-06-09T04:26:18Z,9971.05,0.59,TR,finished
camp_00000169,d_000059,g_0089814,home_top,2025-04-29T03:58:47Z,2025-05-09T03:58:47Z,5147.16,2.28,IN,finished
camp_00000170,d_000064,g_0091203,library_recommendations,2026-04-24T08:18:46Z,2026-05-25T08:18:46Z,3461.13,0.44,PL,finished
camp_00000171,d_000015,g_0070004,library_recommendations,2025-09-08T05:08:31Z,2025-10-13T05:08:31Z,3323.46,1.88,SE,finished
camp_00000172,d_000021,g_0006522,genre_page,2025-08-26T14:34:58Z,2025-09-03T14:34:58Z,1101.22,2.26,RU,finished
camp_00000173,d_000001,g_0095389,game_page_sidebar,2025-09-16T09:35:18Z,2025-10-24T09:35:18Z,5898.28,1.48,NL,finished
camp_00000174,d_000070,g_0081654,genre_page,2026-03-02T21:28:53Z,2026-04-07T21:28:53Z,3169.82,1.6,NL,finished
camp_00000175,d_000064,g_0059755,library_recommendations,2025-03-17T06:06:00Z,2025-04-18T06:06:00Z,5969.57,1.05,US,finished
camp_00000176,d_000115,g_0038220,search_results,2025-04-19T04:41:48Z,2025-05-28T04:41:48Z,4735.1,2.5,all,finished
camp_00000177,d_000079,g_0038563,game_page_sidebar,2025-08-08T05:44:29Z,2025-09-20T05:44:29Z,3026.86,1.01,CN,finished
camp_00000178,d_000104,g_0058738,search_results,2026-02-22T21:10:54Z,2026-03-26T21:10:54Z,5885.77,1.11,ES,finished
camp_00000179,d_000087,g_0065599,home_top,2026-04-03T12:36:13Z,2026-04-25T12:36:13Z,3716.33,2.17,DE,finished
camp_00000180,d_000031,g_0049288,home_top,2025-12-29T15:38:06Z,2026-01-13T15:38:06Z,8011.62,2.22,RU,finished
camp_00000181,d_000007,g_0098639,library_recommendations,2026-01-05T00:21:43Z,2026-01-30T00:21:43Z,9294.9,2.23,BR,finished
camp_00000182,d_000023,g_0030376,game_page_sidebar,2025-03-25T14:08:41Z,2025-04-07T14:08:41Z,3276.26,1.22,NL,finished
camp_00000183,d_000036,g_0039007,search_results,2025-06-09T16:40:01Z,2025-06-20T16:40:01Z,9462.51,0.45,SE,finished
camp_00000184,d_000048,g_0026059,genre_page,2025-09-26T15:35:44Z,2025-11-08T15:35:44Z,,2.26,ES,finished
camp_00000185,d_000029,g_0062465,game_page_sidebar,2025-04-17T15:20:35Z,2025-05-23T15:20:35Z,9980.69,2.39,NL,finished
camp_00000186,d_000003,g_0076775,library_recommendations,2025-04-23T04:09:11Z,2025-06-04T04:09:11Z,2923.56,0.28,US,finished
camp_00000187,d_000004,g_0042329,library_recommendations,2025-09-15T23:08:38Z,2025-09-29T23:08:38Z,8078.6,1.01,GB,finished
camp_00000188,d_000071,g_0063236,library_recommendations,2026-03-24T07:18:53Z,2026-04-30T07:18:53Z,1153.58,2.45,JP,finished
camp_00000189,d_000002,g_0044146,game_page_sidebar,2025-10-21T19:14:57Z,2025-11-25T19:14:57Z,6319.58,0.78,TR,finished
camp_00000190,d_000113,g_0014854,game_page_sidebar,2026-02-04T14:18:52Z,2026-03-07T14:18:52Z,7259.01,,CA,finished
camp_00000191,d_000004,g_0036944,genre_page,2025-05-19T01:39:49Z,2025-06-27T01:39:49Z,8241.85,0.13,DE,finished
camp_00000192,d_000011,g_0057126,genre_page,2025-11-06T17:56:55Z,2025-11-15T17:56:55Z,2960.92,1.84,CA,finished
camp_00000193,d_000097,g_0061150,library_recommendations,2026-02-06T18:02:56Z,2026-03-12T18:02:56Z,8962.24,2.5,NO,finished
camp_00000194,d_000046,g_0046612,game_page_sidebar,2026-05-07T19:19:46Z,2026-05-19T19:19:46Z,417.78,0.98,PL,finished
camp_00000195,d_000060,g_0043289,library_recommendations,2025-09-28T08:25:51Z,2025-10-13T08:25:51Z,3728.06,2.42,TR,finished
camp_00000196,d_000114,g_0021038,search_results,2026-01-27T05:17:23Z,2026-02-05T05:17:23Z,7851.86,1.55,ES,finished
camp_00000197,d_000088,g_0089629,home_top,2026-03-04T01:14:12Z,2026-03-30T01:14:12Z,4767.48,1.77,JP,finished
camp_00000198,d_000073,g_0021837,game_page_sidebar,2025-12-26T01:29:53Z,2026-01-27T01:29:53Z,444.93,2.14,KR,finished
camp_00000199,d_000019,g_0020846,game_page_sidebar,2025-08-08T09:34:05Z,2025-08-29T09:34:05Z,7572.72,2.19,AU,finished
camp_00000200,d_000076,g_0017855,library_recommendations,2025-06-23T09:10:28Z,2025-08-01T09:10:28Z,9160.39,2.5,SE,finished
camp_00000201,d_000025,g_0076689,search_results,2025-04-03T07:51:28Z,2025-04-12T07:51:28Z,9577.45,0.46,NL,finished
camp_00000202,d_000038,g_0055753,home_top,2026-04-05T00:24:24Z,2026-05-03T00:24:24Z,7812.15,1.57,FI,finished
camp_00000203,d_000035,g_0093803,library_recommendations,2025-10-09T16:23:35Z,2025-11-07T16:23:35Z,7106.45,0.85,BR,finished
